transaction_id,payment_id,loan_id,borrower_id,transaction_date,posting_date,transaction_code,payment_type,payment_amount,payment_method,reversal_reason
TXN900951,PMT500951,SL100022,BOR200415,2023-11-27,2023-11-27,PMT,Payment,129.35,ACH Auto-Debit,
TXN949947,PMT549947,SL101203,BOR201460,2026-02-28,2026-02-28,PMT,Payment,181.99,ACH Auto-Debit,
TXN903617,PMT503617,SL100088,BOR200170,2025-08-21,2025-08-22,PMT,Payment,317.73,Manual - Web,
TXN989294,PMT589294,SL102163,BOR200180,2024-02-03,2024-02-05,PMT,Payment,$139.12,ACH Auto-Debit,
TXN978576,PMT578576,SL101890,BOR200059,2022-08-21,2022-08-23,PMT,Payment,177.54,Payroll Deduct,
TXN992751,PMT592751,SL102245,BOR201863,2025-03-18,2025-03-20,PMT,Payment,80.28,,
TXN936308,PMT536308,SL100871,BOR201445,2026-02-25,2026-02-27,PMT,Payment,121.7,Manual - Web,
TXN922268,PMT522268,SL100551,BOR201374,2024-02-20,2024-02-22,PMT,Payment,131.06,Manual - Phone,
TXN932864,PMT532864,SL100793,BOR201951,2023-02-16,2023-02-17,PMT,Payment,25.0,Payroll Deduct,
TXN1001654,PMT601654,SL102459,BOR201408,2023-11-25,2023-11-25,PMT,Payment,150.47,Payroll Deduct,
TXN999415,PMT599415,SL102407,BOR201620,2022-01-23,2022-01-23,PMT,Payment,25.0,Manual - Phone,
TXN924988,PMT524988,SL100614,BOR201859,2024-08-06,2024-08-06,PMT,Payment,41.06,Manual - Web,
TXN998594,PMT598594,SL102385,BOR200655,2024-09-20,2024-09-22,PMT,Payment,92.15,Manual - Web,
TXN978001,PMT578001,SL101877,BOR200406,2026-07-12,2026-07-14,PMT,Payment,81.77,Manual - Web,
TXN970222,PMT570222,SL101684,BOR200453,2022-10-11,2022-10-11,PMT,Payment,175.57,Manual - Web,
TXN953117,PMT553117,SL101272,BOR201501,2025-11-07,2025-11-09,PMT,Payment,124.11,ACH Auto-Debit,
TXN914858,PMT514858,SL100366,BOR200245,2025-02-03,2025-02-05,PMT,Payment,61.44,Manual - Phone,
TXN986342,PMT586342,SL102089,BOR200778,2024-11-05,2024-11-07,PMT,Payment,290.49,ACH Auto-Debit,
TXN983127,PMT583127,SL102006,BOR201961,2023-08-10,2023-08-10,PMT,Payment,122.99,Payroll Deduct,
TXN941024,PMT541024,SL100988,BOR200581,2026-03-31,2026-04-02,PMT,Payment,120.69,Manual - Web,
TXN930286,PMT530286,SL100736,BOR201584,2022-01-14,2022-01-15,PMT,Payment,136.65,ACH Auto-Debit,
TXN953764,PMT553764,SL101287,BOR200944,2025-04-14,2025-04-16,PMT,Payment,204.33,Manual - Web,
TXN977781,PMT577781,SL101870,BOR201876,2026-06-05,2026-06-05,PMT,Payment,25.0,ACH Auto-Debit,
TXN978478,PMT578478,SL101887,BOR201369,2026-07-07,2026-07-08,PMT,Payment,210.38,ACH Auto-Debit,
TXN926855,PMT526855,SL100657,BOR200789,2025-11-15,2025-11-16,PMT,Payment,132.76,Manual - Phone,
TXN991633,PMT591633,SL102220,BOR201653,2025-07-06,2025-07-06,PMT,Payment,140.61,Manual - Web,
TXN919558,PMT519558,SL100484,BOR201459,2024-03-21,2024-03-22,PMT,Payment,120.25,ACH Auto-Debit,
TXN968912,PMT568912,SL101651,BOR200392,2022-05-12,2022-05-14,PMT,Payment,25.0,ACH Auto-Debit,
TXN929265,PMT529265,SL100713,BOR202156,2021-05-07,2021-05-09,PMT,Payment,25.0,ACH Auto-Debit,
TXN948667,PMT548667,SL101164,BOR200067,2024-12-27,2024-12-28,PMT,Payment,72.85,ACH Auto-Debit,
TXN962196,PMT562196,SL101483,BOR200371,2025-09-27,2025-09-27,PMT,Payment,278.92,ACH Auto-Debit,
TXN910351,PMT510351,SL100250,BOR200997,2024-12-06,2024-12-07,PMT,Payment,25.0,Manual - Web,
TXN929704,PMT529704,SL100722,BOR200686,2023-04-18,2023-04-19,PMT,Payment,114.36,ACH Auto-Debit,
TXN999632,PMT599632,SL102411,BOR202323,2022-06-16,2022-06-16,PMT,Payment,25.0,ACH Auto-Debit,
TXN990555,PMT590555,SL102190,BOR201513,2024-04-04,2024-04-04,PMT,Payment,118.78,ACH Auto-Debit,
TXN973119,PMT573119,SL101757,BOR200741,2024-12-06,2024-12-06,PMT,Payment,303.43,Manual - Web,
TXN996918,PMT596918,SL102345,BOR200980,2022-06-30,2022-06-30,PMT,Payment,108.76,Payroll Deduct,
TXN949369,PMT549369,SL101187,BOR201475,2026-01-21,2026-01-23,PMT,Payment,25.0,ACH Auto-Debit,
TXN942319,PMT542319,SL101017,BOR202077,2021-02-19,2021-02-19,PMT,Payment,141.94,ACH Auto-Debit,
TXN987119,PMT587119,SL102108,BOR201023,2024-07-30,2024-07-31,PMT,Payment,55.38,ACH Auto-Debit,
TXN989782,PMT589782,SL102173,BOR201404,2025-08-09,2025-08-09,PMT,Payment,158.32,Manual - Web,
TXN905857,PMT505857,SL100139,BOR200985,2025-01-20,2025-01-20,PMT,Payment,25.0,ACH Auto-Debit,
TXN987693,PMT587693,SL102124,BOR200442,2021-08-28,2021-08-28,PMT,Payment,234.95,Check,
TXN957292,PMT557292,SL101367,BOR200841,2022-03-08,2022-03-08,PMT,Payment,183.92,Payroll Deduct,
TXN972046,PMT572046,SL101729,BOR200923,2024-01-07,2024-01-08,PMT,Payment,147.57,ACH Auto-Debit,
TXN931336,PMT531336,SL100756,BOR200342,2025-02-03,2025-02-03,PMT,Payment,64.09,Manual - Web,
TXN915813,PMT515813,SL100394,BOR201880,2026-01-28,2026-01-30,PMT,Payment,99.4,Manual - Web,
TXN903878,PMT503878,SL100095,BOR201797,2021-12-19,2021-12-21,PMT,Payment,105.17,ACH Auto-Debit,
TXN921838,PMT521838,SL100539,BOR201782,2023-07-28,2023-07-29,PMT,Payment,202.12,ACH Auto-Debit,
TXN972344,PMT572344,SL101736,BOR201213,2025-12-26,2025-12-28,PMT,Payment,104.75,Manual - Web,
TXN973275,PMT573275,SL101762,BOR201925,2022-10-23,2022-10-24,PMT,Payment,208.58,ACH Auto-Debit,
TXN939352,PMT539352,SL100951,BOR201125,2024-09-25,2024-09-25,PMT,Payment,25.0,ACH Auto-Debit,
TXN945390,PMT545390,SL101086,BOR200303,2025-05-22,2025-05-22,PMT,Payment,185.95,,
TXN969544,PMT569544,SL101669,BOR201932,2023-02-24,2023-02-26,PMT,Payment,110.3,Manual - Phone,
TXN998914,PMT598914,SL102396,BOR201190,2026-05-25,2026-05-26,PMT,Payment,129.97,Manual - Web,
TXN966464,PMT566464,SL101587,BOR201846,2024-09-26,2024-09-27,PMT,Payment,92.97,ACH Auto-Debit,
TXN962205,PMT562205,SL101483,BOR200371,2026-07-08,2026-07-08,PMT,Payment,278.92,Manual - Web,
TXN976791,PMT576791,SL101845,BOR200167,2025-03-30,2025-04-01,PMT,Payment,99.83,Manual - Phone,
TXN964209,PMT564209,SL101531,BOR202082,2022-04-25,2022-04-27,PMT,Payment,107.83,ACH Auto-Debit,
TXN929035,PMT529035,SL100708,BOR200219,2025-06-11,2025-06-13,PMT,Payment,25.0,Manual - Phone,
TXN943660,PMT543660,SL101049,BOR201526,2025-12-05,2025-12-07,PMT,Payment,166.21,Payroll Deduct,
TXN966618,PMT566618,SL101593,BOR200508,2025-08-27,2025-08-29,PMT,Payment,133.12,ACH Auto-Debit,
TXN981349,PMT581349,SL101955,BOR200562,2021-10-18,2021-10-20,PMT,Payment,78.83,ACH Auto-Debit,
TXN968692,PMT568692,SL101644,BOR202287,2026-01-21,2026-01-23,PMT,Payment,355.82,ACH Auto-Debit,
TXN910371,PMT510371,SL100250,BOR200997,2026-07-17,2026-07-19,PMT,Payment,80.53,ACH Auto-Debit,
TXN950662,PMT550662,SL101217,BOR201842,2025-12-19,2025-12-20,PMT,Payment,206.72,Manual - Web,
TXN984025,PMT584025,SL102024,BOR201012,2026-03-17,2026-03-19,PMT,Payment,321.06,Manual - Phone,
TXN901009,PMT501009,SL100023,BOR200892,2023-11-26,2023-11-26,PMT,Payment,105.52,ACH Auto-Debit,
TXN911972,PMT511972,SL100293,BOR200152,2023-11-22,2023-11-24,PMT,Payment,144.85,ACH Auto-Debit,
TXN950348,FEE750348,SL101212,BOR200813,2025-02-15,2025-02-15,FEE,Fee,19.57,,
TXN904686,PMT504686,SL100114,BOR201756,2023-07-05,2023-07-05,PMT,Payment,25.0,Manual - Web,
TXN945208,PMT545208,SL101083,BOR200563,2021-07-05,2021-07-06,PMT,Payment,675.1,Manual - Web,
TXN970128,PMT570128,SL101680,BOR200627,2023-06-11,2023-06-13,PMT,Payment,48.5,Check,
TXN939720,PMT539720,SL100960,BOR202303,2021-06-29,2021-06-29,PMT,Payment,248.66,Manual - Phone,
TXN936209,PMT536209,SL100870,BOR201006,2021-07-20,2021-07-20,PMT,Payment,156.67,Payroll Deduct,
TXN999084,PMT599084,SL102399,BOR201076,2025-02-08,2025-02-08,pmt,Payment,113.27,Manual - Web,
TXN964769,PMT564769,SL101544,BOR201666,2024-02-24,2024-02-25,PMT,Payment,82.71,ACH Auto-Debit,
TXN949700,PMT549700,SL101196,BOR201723,2025-03-21,2025-03-23,PMT,Payment,530.28,Check,
TXN972913,PMT572913,SL101750,BOR202008,2026-03-27,2026-03-29,PMT,Payment,201.1,ACH Auto-Debit,
TXN990573,PMT590573,SL102191,BOR201000,2025-04-22,2025-04-23,PMT,Payment,185.21,ACH Auto-Debit,
TXN1000201,PMT600201,SL102423,BOR201105,2023-11-22,2023-11-24,PMT,Payment,136.08,Manual - Phone,
TXN945431,PMT545431,SL101087,BOR201373,2026-04-13,2026-04-13,pmt,Payment,157.52,Manual - Web,
TXN1001659,PMT601659,SL102459,BOR201408,2024-04-04,2024-04-06,PMT,Payment,150.47,Manual - Web,
TXN925826,PMT525826,SL100637,BOR201887,2024-04-21,2024-04-22,PMT,Payment,58.7,ACH Auto-Debit,
TXN934734,PMT534734,SL100837,BOR200593,2024-11-24,2024-11-26,pmt,Payment,164.75,ACH Auto-Debit,
TXN933803,PMT533803,SL100813,BOR200879,2025-12-08,2025-12-10,PMT,Payment,89.98,Manual - Web,
TXN912073,PMT512072,SL100295,BOR200125,2026-08-21,2026-08-21,REV,Reversal,-76.38,ACH Auto-Debit,NSF - Insufficient Funds
TXN954569,PMT554569,SL101306,BOR200767,2026-06-06,2026-06-07,PMT,Payment,25.0,ACH Auto-Debit,
TXN944620,PMT544620,SL101071,BOR200467,2023-09-28,2023-09-30,PMT,Payment,105.88,Manual - Web,
TXN910162,PMT510162,SL100245,BOR200803,2024-08-23,2024-08-24,PMT,Payment,33.25,ACH Auto-Debit,
TXN917262,PMT517262,SL100428,BOR200718,2026-06-29,2026-06-30,PMT,Payment,149.43,ACH Auto-Debit,
TXN921899,PMT521898,SL100540,BOR200730,2026-08-11,2026-08-12,REV,Reversal,-309.03,Manual - Web,NSF - Insufficient Funds
TXN993458,PMT593458,SL102262,BOR200207,2024-10-24,2024-10-25,PMT,Payment,170.76,ACH Auto-Debit,
TXN912941,PMT512941,SL100316,BOR202202,2024-09-22,2024-09-24,PMT,Payment,188.73,ACH Auto-Debit,
TXN957387,PMT557387,SL101369,BOR201940,2022-02-21,2022-02-22,PMT,Payment,52.63,ACH Auto-Debit,
TXN905908,PMT505908,SL100140,BOR200422,2024-07-13,2024-07-15,PMT,Payment,62.86,ACH Auto-Debit,
TXN936083,PMT536083,SL100867,BOR202075,2026-06-15,2026-06-16,PMT,Payment,77.18,ACH Auto-Debit,
TXN998911,PMT598911,SL102396,BOR201190,2026-02-19,2026-02-19,PMT,Payment,129.97,ACH Auto-Debit,
TXN971936,PMT571936,SL101726,BOR202242,2024-06-11,2024-06-13,PMT,Payment,204.51,ACH Auto-Debit,
TXN963281,PMT563281,SL101509,BOR200896,2022-05-17,2022-05-19,PMT,Payment,162.75,Manual - Web,
TXN959956,PMT559956,SL101432,BOR201430,2023-05-29,2023-05-29,PMT,Payment,25.0,Manual - Web,
TXN919236,PMT519236,SL100477,BOR202224,2021-07-10,2021-07-11,PMT,Payment,124.59,Manual - Web,
TXN980195,PMT580195,SL101927,BOR200423,2025-10-18,2025-10-18,PMT,Payment,100.47,Manual - Web,
TXN978380,PMT578380,SL101885,BOR202324,2026-02-24,2026-02-26,PMT,Payment,195.26,ACH Auto-Debit,
TXN914360,PMT514360,SL100353,BOR200264,2024-12-14,2024-12-16,PMT,Payment,25.0,ACH Auto-Debit,
TXN908197,PMT508197,SL100200,BOR200930,2025-06-30,2025-07-02,pmt,Payment,101.57,Check,
TXN934244,PMT534244,SL100825,BOR200069,2026-04-21,2026-04-22,PMT,Payment,270.34,ACH Auto-Debit,
TXN965469,PMT565469,SL101563,BOR200321,2023-01-17,2023-01-18,PMT,Payment,109.22,ACH Auto-Debit,
TXN993588,PMT593588,SL102264,BOR202254,2025-07-10,2025-07-12,PMT,Payment,111.13,Payroll Deduct,
TXN934860,PMT534860,SL100841,BOR200978,2025-11-09,2025-11-10,PMT,Payment,61.72,Manual - Web,
TXN986630,PMT586630,SL102097,BOR200156,2024-03-31,2024-04-01,PMT,Payment,25.0,Payroll Deduct,
TXN993194,PMT593194,SL102256,BOR201664,2026-01-06,2026-01-07,PMT,Payment,178.0,ACH Auto-Debit,
TXN985235,PMT585235,SL102063,BOR201244,2023-02-09,2023-02-09,pmt,Payment,25.0,ACH Auto-Debit,
TXN931778,PMT531778,SL100767,BOR202215,2022-04-28,2022-04-29,PMT,Payment,25.0,ACH Auto-Debit,
TXN906683,PMT506683,SL100157,BOR200306,2025-08-07,2025-08-08,PMT,Payment,182.31,ACH Auto-Debit,
TXN951100,PMT551100,SL101228,BOR200270,2022-08-27,2022-08-29,PMT,Payment,25.0,ACH Auto-Debit,
TXN907344,PMT507344,SL100176,BOR202004,2026-05-21,2026-05-21,PMT,Payment,102.69,Manual - Web,
TXN983284,PMT583284,SL102009,BOR200448,2023-07-07,2023-07-07,PMT,Payment,113.04,ACH Auto-Debit,
TXN939242,PMT539242,SL100947,BOR200007,2025-05-14,2025-05-15,PMT,Payment,130.68,ACH Auto-Debit,
TXN910370,PMT510370,SL100250,BOR200997,2026-06-15,2026-06-16,PMT,Payment,80.53,Manual - Web,
TXN919930,PMT519930,SL100492,BOR202267,2024-02-07,2024-02-08,PMT,Payment,153.44,Manual - Phone,
TXN949737,PMT549737,SL101198,BOR200760,2024-11-30,2024-12-02,PMT,Payment,87.91,,
TXN936713,PMT536713,SL100883,BOR200134,2025-01-21,2025-01-21,PMT,Payment,314.26,ACH Auto-Debit,
TXN913768,PMT513767,SL100339,BOR201792,2022-01-28,2022-01-30,REV,Reversal,-229.8,ACH Auto-Debit,NSF - Insufficient Funds
TXN901990,ADJ801990,SL100048,BOR201299,2022-07-23,2022-07-23,ADJ,Adjustment,-94.8,,
TXN939719,PMT539719,SL100960,BOR202303,2021-05-09,2021-05-11,PMT,Payment,248.66,ACH Auto-Debit,
TXN903542,PMT503542,SL100087,BOR201355,2022-07-07,2022-07-09,PMT,Payment,46.5,Manual - Phone,
TXN917831,PMT517831,SL100446,BOR200230,2021-12-22,2021-12-24,PMT,Payment,106.76,Manual - Web,
TXN932630,PMT532630,SL100786,BOR201454,2021-06-19,2021-06-19,PMT,Payment,114.85,Manual - Web,
TXN903846,PMT503846,SL100094,BOR200770,2025-01-09,2025-01-11,PMT,Payment,48.35,ACH Auto-Debit,
TXN942006,PMT542006,SL101009,BOR200071,2025-12-17,2025-12-17,PMT,Payment,107.04,ACH Auto-Debit,
TXN948693,PMT548693,SL101165,BOR201710,2025-03-19,2025-03-19,PMT,Payment,25.0,ACH Auto-Debit,
TXN997617,PMT597617,SL102360,BOR201222,2025-08-29,2025-08-29,PMT,Payment,228.39,Manual - Web,
TXN994015,PMT594015,SL102272,BOR200574,2024-04-07,2024-04-07,PMT,Payment,237.04,Payroll Deduct,
TXN983486,PMT583486,SL102013,BOR201813,2023-07-14,2023-07-16,PMT,Payment,55.91,Check,
TXN966658,ADJ866658,SL101594,BOR200174,2023-08-25,2023-08-25,ADJ,Adjustment,-33.96,,
TXN962021,ADJ862021,SL101480,BOR201300,2025-09-19,2025-09-19,ADJ,Adjustment,-59.61,,
TXN994268,PMT594268,SL102278,BOR200447,2024-08-19,2024-08-21,PMT,Payment,65.55,ACH Auto-Debit,
TXN944531,PMT544531,SL101070,BOR200847,2022-01-13,2022-01-14,PMT,Payment,166.08,ACH Auto-Debit,
TXN926500,PMT526500,SL100651,BOR201063,2022-06-09,2022-06-11,PMT,Payment,131.39,Check,
TXN953479,PMT553479,SL101282,BOR202036,2024-12-22,2024-12-24,PMT,Payment,152.66,ACH Auto-Debit,
TXN985110,PMT585110,SL102057,BOR202157,2025-06-12,2025-06-13,PMT,Payment,75.69,Manual - Phone,
TXN907758,PMT507758,SL100190,BOR200318,2024-08-18,2024-08-20,PMT,Payment,99.85,Manual - Web,
TXN966608,PMT566608,SL101593,BOR200508,2024-08-24,2024-08-24,PMT,Payment,133.12,ACH Auto-Debit,
TXN954328,PMT554328,SL101298,BOR200348,2025-04-17,2025-04-19,PMT,Payment,95.04,Manual - Web,
TXN976430,PMT576430,SL101835,BOR202247,2025-11-22,2025-11-22,PMT,Payment,90.61,Manual - Web,
TXN930042,PMT530042,SL100731,BOR200609,2026-03-19,2026-03-20,PMT,Payment,489.57,Manual - Phone,
TXN982991,PMT582991,SL102000,BOR202078,2026-08-26,2026-08-26,PMT,Payment,105.94,ACH Auto-Debit,
TXN900588,PMT500588,SL100011,BOR201511,2024-05-23,2024-05-23,pmt,Payment,380.28,ACH Auto-Debit,
TXN919279,PMT519279,SL100477,BOR202224,2025-04-08,2025-04-09,PMT,Payment,124.59,Manual - Web,
TXN904407,PMT504407,SL100106,BOR200200,2024-06-19,2024-06-20,PMT,Payment,25.0,Manual - Web,
TXN972906,PMT572906,SL101750,BOR202008,2025-08-10,2025-08-12,PMT,Payment,201.1,Manual - Web,
TXN947029,PMT547029,SL101120,BOR200487,2025-07-31,2025-08-02,PMT,Payment,156.5,ACH Auto-Debit,
TXN918301,PMT518301,SL100455,BOR200830,2024-10-22,2024-10-24,PMT,Payment,108.76,Payroll Deduct,
TXN911465,PMT511465,SL100279,BOR200352,2026-04-21,2026-04-22,PMT,Payment,68.68,ACH Auto-Debit,
TXN950063,PMT550063,SL101206,BOR201850,2021-03-08,2021-03-09,PMT,Payment,25.0,Manual - Phone,
TXN990950,PMT590950,SL102201,BOR200038,2026-02-13,2026-02-13,PMT,Payment,228.11,Check,
TXN985970,PMT585970,SL102081,BOR200286,2024-08-21,2024-08-23,PMT,Payment,134.62,ACH Auto-Debit,
TXN910650,PMT510650,SL100259,BOR201079,2024-04-09,2024-04-11,PMT,Payment,399.74,ACH Auto-Debit,
TXN928400,PMT528400,SL100693,BOR200344,2023-05-25,2023-05-26,PMT,Payment,101.44,ACH Auto-Debit,
TXN915512,PMT515512,SL100384,BOR201268,2025-07-16,2025-07-18,PMT,Payment,175.83,Manual - Web,
TXN945977,PMT545977,SL101097,BOR201831,2024-08-14,2024-08-15,PMT,Payment,129.03,Manual - Phone,
TXN958288,PMT558288,SL101393,BOR200696,2025-03-05,2025-03-07,PMT,Payment,89.37,ACH Auto-Debit,
TXN981618,PMT581618,SL101962,BOR200567,2025-11-05,2025-11-05,PMT,Payment,352.94,ACH Auto-Debit,
TXN994481,PMT594481,SL102284,BOR201912,2024-11-20,2024-11-21,PMT,Payment,25.0,Manual - Web,
TXN953366,PMT553365,SL101280,BOR201119,2024-11-25,2024-11-27,REV,Reversal,-327.36,Check,NSF - Insufficient Funds
TXN926236,PMT526236,SL100645,BOR202129,2026-06-28,2026-06-28,PMT,Payment,142.61,ACH Auto-Debit,
TXN941890,PMT541890,SL101007,BOR201163,2025-09-30,2025-09-30,PMT,Payment,171.84,Manual - Web,
TXN940822,PMT540822,SL100984,BOR201507,2021-12-16,2021-12-18,PMT,Payment,89.87,Manual - Phone,
TXN989734,PMT589734,SL102173,BOR201404,2021-07-17,2021-07-17,PMT,Payment,77.36,ACH Auto-Debit,
TXN996530,PMT596530,SL102338,BOR200283,2022-09-23,2022-09-24,PMT,Payment,78.61,Manual - Phone,
TXN950902,PMT550902,SL101223,BOR200632,2024-08-14,2024-08-16,PMT,Payment,88.52,ACH Auto-Debit,
TXN998785,FEE798785,SL102392,BOR200566,2023-05-14,2023-05-14,FEE,Fee,17.49,,
TXN906283,PMT506283,SL100148,BOR200886,2024-04-12,2024-04-12,pmt,Payment,77.53,Manual - Web,
TXN923638,PMT523638,SL100581,BOR200246,2024-04-21,2024-04-23,PMT,Payment,80.56,ACH Auto-Debit,
TXN945286,PMT545286,SL101084,BOR201566,2023-11-04,2023-11-06,PMT,Payment,260.16,ACH Auto-Debit,
TXN983409,PMT583409,SL102011,BOR201594,2026-06-28,2026-06-28,PMT,Payment,81.35,Manual - Web,
TXN979588,PMT579588,SL101914,BOR202275,2024-03-31,2024-04-01,PMT,Payment,194.61,ACH Auto-Debit,
TXN989652,PMT589652,SL102171,BOR201081,2025-10-27,2025-10-27,PMT,Payment,174.21,Manual - Phone,
TXN968183,PMT568183,SL101633,BOR200028,2025-04-08,2025-04-09,PMT,Payment,25.0,Manual - Web,
TXN971063,PMT571063,SL101707,BOR200565,2022-06-08,2022-06-09,PMT,Payment,240.28,ACH Auto-Debit,
TXN996999,PMT596999,SL102346,BOR201259,2025-10-12,2025-10-13,PMT,Payment,98.85,ACH Auto-Debit,
TXN953446,PMT553446,SL101281,BOR201434,2026-06-12,2026-06-13,PMT,Payment,144.47,ACH Auto-Debit,
TXN994403,PMT594403,SL102282,BOR200403,2023-11-11,2023-11-11,PMT,Payment,25.0,Payroll Deduct,
TXN963590,PMT563590,SL101515,BOR201433,2025-08-19,2025-08-21,PMT,Payment,164.72,Manual - Phone,
TXN956410,PMT556409,SL101347,BOR200031,2024-03-19,2024-03-20,REV,Reversal,-86.1,Manual - Phone,Customer Dispute
TXN951089,FEE751089,SL101228,BOR200270,2021-08-19,2021-08-19,FEE,Fee,25.31,,
TXN909139,PMT509139,SL100221,BOR202154,2026-01-06,2026-01-08,PMT,Payment,266.44,ACH Auto-Debit,
TXN992305,PMT592305,SL102236,BOR202220,2026-04-04,2026-04-04,PMT,Payment,139.95,ACH Auto-Debit,
TXN948858,ADJ848858,SL101170,BOR202020,2024-04-24,2024-04-24,ADJ,Adjustment,-59.41,,
TXN987148,PMT587148,SL102109,BOR201141,2024-03-07,2024-03-08,PMT,Payment,78.8,Check,
TXN929602,PMT529602,SL100720,BOR200701,2026-02-15,2026-02-16,PMT,Payment,74.6,ACH Auto-Debit,
TXN927930,PMT527930,SL100680,BOR200373,2024-06-07,2024-06-08,PMT,Payment,52.9,Check,
TXN995357,PMT595357,SL102309,BOR200290,2025-06-25,2025-06-25,PMT,Payment,183.98,ACH Auto-Debit,
TXN964413,PMT564413,SL101536,BOR200405,2022-12-25,2022-12-26,PMT,Payment,25.0,Check,
TXN920428,PMT520428,SL100501,BOR201845,2025-03-25,2025-03-26,PMT,Payment,130.64,ACH Auto-Debit,
TXN916187,PMT516187,SL100402,BOR202143,2024-10-30,2024-10-30,PMT,Payment,63.22,Manual - Web,
TXN919862,PMT519862,SL100491,BOR201799,2024-03-09,2024-03-10,PMT,Payment,133.71,Manual - Web,
TXN965503,PMT565503,SL101563,BOR200321,2026-04-15,2026-04-17,PMT,Payment,109.22,Check,
TXN949691,PMT549691,SL101196,BOR201723,2024-06-21,2024-06-22,PMT,Payment,530.28,ACH Auto-Debit,
TXN969258,PMT569258,SL101662,BOR202101,2022-05-14,2022-05-14,PMT,Payment,60.53,Manual - Web,
TXN951338,ADJ851338,SL101233,BOR201244,2024-10-12,2024-10-12,ADJ,Adjustment,-23.99,,
TXN908913,PMT508913,SL100217,BOR200531,2021-03-18,2021-03-19,PMT,Payment,84.39,Manual - Web,
TXN969934,PMT569934,SL101676,BOR201822,2024-02-14,2024-02-14,PMT,Payment,25.0,ACH Auto-Debit,
TXN992645,PMT592645,SL102243,BOR201732,2021-06-26,2021-06-26,PMT,Payment,96.5,Check,
TXN968809,PMT568809,SL101647,BOR201729,2024-10-12,2024-10-13,PMT,Payment,34.62,Manual - Web,
TXN922155,PMT522155,SL100548,BOR201056,2025-02-07,2025-02-08,PMT,Payment,201.75,ACH Auto-Debit,
TXN901628,PMT501628,SL100039,BOR201869,2024-11-20,2024-11-22,PMT,Payment,281.08,Check,
TXN1002529,PMT602529,SL102485,BOR200895,2025-03-20,2025-03-20,PMT,Payment,75.73,Manual - Phone,
TXN914362,PMT514362,SL100353,BOR200264,2025-02-06,2025-02-06,PMT,Payment,25.0,ACH Auto-Debit,
TXN916892,PMT516891,SL100421,BOR201151,2025-11-03,2025-11-03,REV,Reversal,-220.69,Manual - Phone,NSF - Insufficient Funds
TXN966784,PMT566784,SL101597,BOR200305,2024-02-15,2024-02-17,PMT,Payment,83.17,ACH Auto-Debit,
TXN962061,PMT562061,SL101481,BOR201763,2023-04-23,2023-04-23,PMT,Payment,237.15,ACH Auto-Debit,
TXN900487,PMT500487,SL100009,BOR202094,2025-02-27,2025-02-28,PMT,Payment,25.0,ACH Auto-Debit,
TXN955650,PMT555649,SL101328,BOR201108,2024-01-13,2024-01-14,REV,Reversal,-296.76,ACH Auto-Debit,NSF - Insufficient Funds
TXN910682,PMT510682,SL100260,BOR201916,2024-05-10,2024-05-12,PMT,Payment,337.04,Payroll Deduct,
TXN909267,PMT509267,SL100224,BOR201287,2023-02-19,2023-02-20,PMT,Payment,137.92,ACH Auto-Debit,
TXN960964,PMT560964,SL101454,BOR200827,2022-02-09,2022-02-11,PMT,Payment,51.61,Manual - Web,
TXN990209,PMT590209,SL102183,BOR201226,2021-08-28,2021-08-30,PMT,Payment,244.07,ACH Auto-Debit,
TXN946575,PMT546575,SL101109,BOR201693,2025-11-12,2025-11-14,PMT,Payment,66.18,ACH Auto-Debit,
TXN999353,PMT599353,SL102406,BOR201879,2022-09-19,2022-09-19,PMT,Payment,202.36,Manual - Phone,
TXN933775,PMT533775,SL100813,BOR200879,2023-05-20,2023-05-22,PMT,Payment,89.98,ACH Auto-Debit,
TXN943016,PMT543016,SL101032,BOR201156,2025-08-14,2025-08-14,PMT,Payment,25.0,Check,
TXN931590,RFD631590,SL100763,BOR201490,2022-08-21,2022-08-21,REFUND,Refund,-75.73,ACH Auto-Debit,
TXN946294,PMT546294,SL101104,BOR200925,2024-10-29,2024-10-30,PMT,Payment,227.31,ACH Auto-Debit,
TXN975154,PMT575154,SL101806,BOR201960,2026-05-24,2026-05-24,PMT,Payment,163.46,ACH Auto-Debit,
TXN995375,PMT595375,SL102310,BOR200029,2021-02-20,2021-02-21,PMT,Payment,51.64,ACH Auto-Debit,
TXN978018,PMT578018,SL101878,BOR201274,2022-05-07,2022-05-09,PMT,Payment,66.82,Manual - Web,
TXN935231,PMT535231,SL100849,BOR201907,2024-04-07,2024-04-08,PMT,Payment,219.72,ACH Auto-Debit,
TXN940157,PMT540157,SL100968,BOR201397,2021-11-17,2021-11-17,PMT,Payment,132.16,ACH Auto-Debit,
TXN941858,PMT541858,SL101006,BOR201973,2025-11-16,2025-11-18,PMT,Payment,120.43,Manual - Web,
TXN985902,PMT585902,SL102080,BOR201352,2024-05-17,2024-05-19,PMT,Payment,25.0,ACH Auto-Debit,
TXN975147,PMT575147,SL101806,BOR201960,2025-10-26,2025-10-26,PMT,Payment,163.46,ACH Auto-Debit,
TXN904988,PMT504988,SL100120,BOR201547,2023-08-31,2023-09-01,PMT,Payment,112.17,Manual - Web,
TXN914176,PMT514176,SL100349,BOR200614,2023-11-28,2023-11-29,PMT,Payment,139.16,ACH Auto-Debit,
