loan_id,borrower_id,month_end_date,repayment_type,current_balance,delinquency_bucket,dpd,payment_amount,loan_status,state,original_balance,origination_date
SL100422,BOR201855,2025-07-01,PI,15216.71,Current,0.0,324.66,Active,MA,15351.05,2020-12-11
SL100523,BOR201487,2026-06-01,PI,6712.3,Current,0.0,98.37,Active,MN,10097.52,2023-06-02
SL101248,BOR201810,2024-04-01,FD,15218.84,Current,0.0,0.0,Active,CO,12844.37,2021-05-17
SL102224,BOR200761,2023-09-01,PI,24637.47,Current,0.0,520.9,Active,UT,25075.73,2021-01-06
SL101080,BOR200603,2024-08-01,PI,3886.75,1-29 DPD,15.0,0.0,Active,AZ,8700.49,2018-07-28
SL100994,BOR202185,2026-02-01,PI,7244.65,Current,0.0,379.11,Active,GA,28699.87,2019-08-07
SL102218,BOR201008,2022-07-01,PI,7773.84,Current,0.0,96.03,Active,OH,8365.9,2019-08-05
SL101170,BOR202020,2025-10-01,FD,11370.37,Current,0.0,0.0,Active,TX,9823.3,2024-04-20
SL100591,BOR200548,2024-02-01,PI,14348.22,Current,0.0,128.12,Active,CO,15629.42,2023-04-08
SL100941,BOR200782,2024-02-01,PI,7680.91,Current,0.0,121.92,Active,VA,12191.95,2020-03-06
SL100259,BOR201079,2021-04-01,FP,20184.77,Current,0.0,25.0,Active,UT,20259.77,2018-10-20
SL101870,BOR201876,2025-02-01,FP,25203.78,Current,0.0,25.0,Active,NC,25278.78,2024-11-02
SL100770,BOR202160,2024-06-01,PI,12883.16,Current,0.0,151.13,Active,NY,13187.61,2021-12-10
SL101910,BOR200611,2024-10-01,PI,13721.04,Current,0.0,203.11,Active,NC,12732.37,2019-05-23
SL100193,BOR200024,2026-09-01,PI,3316.84,Current,0.0,146.17,Active,AZ,9722.27,2020-11-03
SL101622,BOR201306,2023-04-01,PI,14139.08,Current,0.0,186.79,Active,CT,16832.32,2021-05-15
SL101652,BOR201058,2026-06-01,PI,12130.93,Current,0.0,125.86,Active,AZ,15353.13,2023-12-08
SL100363,BOR201449,2024-10-01,PI,11785.73,30-59 DPD,45.0,0.0,Active,NJ,19260.43,2019-03-19
SL100019,BOR201624,2021-11-01,IO,19398.3,Current,0.0,170.59,Active,AL,21104.2,2019-11-28
SL100051,BOR202270,2024-02-01,PI,7171.56,Current,0.0,77.07,Active,NJ,9500.52,2019-03-11
SL100461,BOR200224,2023-07-01,FD,16322.18,Current,0.0,0.0,Active,OH,14868.86,2022-05-08
SL101527,BOR200146,2023-08-01,IO,9632.6,Current,0.0,73.3,Active,NC,11497.56,2020-04-14
SL100395,BOR200148,2025-04-01,IO,11434.14,Current,0.0,129.08,Active,UT,16085.16,2022-02-02
SL100870,BOR201006,2024-04-01,PI,4908.58,Current,0.0,156.67,Active,SC,10626.73,2018-06-15
SL100734,BOR200678,2023-04-01,PI,7880.35,30-59 DPD,45.0,0.0,Active,AZ,10311.67,2019-11-12
SL101066,BOR201929,2021-10-01,IO,12565.27,1-29 DPD,15.0,0.0,Active,GA,12941.47,2019-08-05
SL102369,BOR201780,2026-08-01,PI,6669.38,Current,0.0,107.75,Active,NJ,8705.39,2022-01-16
SL100494,BOR201742,2024-04-01,PI,1726.85,Current,0.0,167.93,Active,MO,7868.92,2021-01-26
SL100008,BOR201435,2025-04-01,PI,7161.82,Current,0.0,161.39,Active,CT,12005.38,2020-02-07
SL100684,BOR200169,2026-06-01,FD,25045.2,Current,0.0,0.0,Active,KY,23061.39,2025-03-01
SL100940,BOR201143,2025-03-01,FP,15323.15,30-59 DPD,45.0,0.0,Active,IL,15037.15,2024-03-04
SL101578,BOR200878,2025-10-01,FP,14822.1,Current,0.0,25.0,Active,IN,15717.53,2021-09-10
SL101163,BOR201769,2023-02-01,PI,5530.9,Current,0.0,175.32,Active,AL,9087.93,2018-06-25
SL100446,BOR200230,2025-12-01,PI,4397.73,current,0.0,164.64,Active,MD,12201.45,2020-07-05
SL100439,BOR200070,2026-03-01,PI,4123.86,Current,0.0,116.94,Active,NJ,10904.45,2019-01-28
SL101415,BOR200188,2022-12-01,PI,3331.44,Current,0.0,45.22,Active,CO,3976.68,2018-12-12
SL100171,BOR200775,2025-11-01,PI,30528.94,Current,0.0,509.74,Active,WA,47948.18,2019-06-28
SL100157,BOR200306,2023-07-01,PI,12630.01,Current,0.0,182.31,Active,MA,13906.18,2022-12-29
SL100906,BOR200414,2026-04-01,PI,3425.54,Current,0.0,166.53,Active,CO,12809.74,2019-12-29
SL101209,BOR201234,2026-02-01,PI,11984.19,Current,0.0,88.04,Active,PA,8421.03,2021-04-19
SL101556,BOR202211,2022-05-01,PI,11593.85,Current,0.0,101.67,Active,UT,12813.89,2021-05-19
SL100600,BOR201682,2021-08-01,PI,10099.68,Current,0.0,197.99,Active,KY,11485.61,2018-08-19
SL100540,BOR200730,2024-07-01,FD,34036.58,Current,0.0,0.0,Active,MO,26817.7,2020-12-16
SL102340,BOR200350,2023-01-01,FD,8526.24,Current,0.0,0.0,Active,PA,7317.25,2020-02-06
SL101157,BOR201571,2025-08-01,PI,8598.65,1-29 DPD,15.0,0.0,Active,AL,12225.44,2021-04-29
SL101765,BOR200698,2022-05-01,FD,20644.9,Current,0.0,0.0,Active,MD,18207.41,2020-12-25
SL100228,BOR200457,2023-01-01,PI,8054.75,current,0.0,135.3,Active,OR,10354.85,2021-08-30
SL100324,BOR201160,2023-07-01,FD,12757.08,Current,0.0,0.0,Active,TX,10985.59,2021-05-14
SL101540,BOR202123,2024-06-01,PI,13480.71,Current,0.0,130.07,Active,CO,14689.79,2022-12-19
SL102093,BOR202234,2022-02-01,FD,29113.43,Current,0.0,0.0,Active,MD,25795.87,2020-07-31
SL100216,BOR200699,2026-04-01,PI,7688.38,Current,0.0,68.72,Active,IL,7440.24,2025-01-19
SL100165,BOR200844,2024-08-01,IO,15757.01,Current,0.0,74.68,Active,MA,16503.81,2023-10-07
SL101701,BOR200494,2026-05-01,PI,7139.22,30-59 DPD,45.0,0.0,Active,TN,12179.13,2019-02-12
SL100527,BOR201525,2021-09-01,FD,11414.73,Current,0.0,0.0,Active,TN,10627.28,2020-09-13
SL101451,BOR201346,2023-05-01,PI,16456.28,Current,0.0,354.69,Active,SC,18110.15,2021-05-23
SL102373,BOR201092,2022-04-01,IO,9239.6,Current,0.0,100.28,Active,MA,10743.8,2020-12-25
SL102479,BOR200814,2025-01-01,PI,11733.81,Current,0.0,294.14,Active,IN,18316.61,2020-07-12
SL101193,BOR201149,2025-10-01,FP,13311.96,60-89 DPD,75.0,0.0,Active,AZ,13572.34,2023-03-01
SL101636,BOR200739,09/01/2025,PI,13407.24,Current,0.0,227.36,Active,TX,21975.51,2020-01-31
SL102251,BOR200240,2022-05-01,FD,6866.94,Current,0.0,0.0,Active,OH,6375.42,2021-05-06
SL102152,BOR200610,2022-07-01,IO,16774.56,Current,0.0,86.1,Active,FL,17814.04,2020-04-12
SL101475,BOR201644,2022-01-01,PI,19657.18,Current,0.0,355.92,Active,GA,22574.69,2021-02-13
SL101318,BOR200201,2025-11-01,PI,6883.21,30-59 DPD,45.0,0.0,Active,FL,11989.8,2020-04-30
SL100080,BOR200182,2022-03-01,PI,21643.75,Current,0.0,341.15,Active,IN,23929.9,2021-07-08
SL100232,BOR201047,2023-05-01,PI,11992.01,Current,0.0,279.18,Active,MI,14302.59,2020-07-27
SL100035,BOR200821,2025-03-01,PI,4609.68,Current,0.0,93.4,Active,WI,8685.7,2019-06-22
SL102234,BOR201284,2022-12-01,PI,11762.54,Current,0.0,269.63,Active,WA,15718.35,2020-12-09
SL102294,BOR200995,2025-09-01,PI,423.79,Current,0.0,204.14,Active,MN,10192.68,2018-11-05
SL100376,BOR200581,2021-06-01,IO,6917.61,Current,0.0,53.28,Active,NC,7184.01,2019-04-29
SL102298,BOR200877,2025-07-01,PI,11591.49,Current,0.0,126.08,Active,VA,12600.13,2024-11-08
SL100712,BOR200018,2024-11-01,FP,7513.29,Current,0.0,25.0,Active,IL,7688.29,2024-04-20
SL102392,BOR200566,2022-09-01,IO,17297.33,Current,0.0,98.25,Active,FL,18083.33,2022-01-28
SL101496,BOR202029,2026-06-01,PI,14056.36,Current,0.0,214.05,Active,LA,16089.28,2024-06-28
SL100239,BOR200620,2026-06-01,IO,7512.42,Current,0.0,56.7,Active,WA,8667.12,2023-12-28
SL100646,BOR200085,2022-12-01,PI,12175.99,Current,0.0,193.29,Active,MD,13473.1,2022-04-25
SL101433,BOR200897,08/01/2026,PI,147.32,current,0.0,252.86,Active,WA,12447.18,2019-02-11
SL101283,BOR200019,2024-01-01,PI,6937.44,Current,0.0,80.65,Active,VA,7126.93,2018-12-22
SL101753,BOR202138,2026-04-01,FD,23398.13,Current,0.0,0.0,Active,VA,22372.46,2025-05-03
SL100914,BOR202074,2023-11-01,PI,5592.98,Current,0.0,161.29,Active,LA,11076.84,2019-10-01
SL100371,BOR202106,2025-02-01,PI,11184.83,Current,0.0,155.81,Active,MO,14663.4,2023-01-31
SL100919,BOR201793,2025-01-01,FD,13333.67,Current,0.0,0.0,Active,CA,12023.15,2023-02-17
SL101417,BOR202227,2023-01-01,FP,14309.4,Current,0.0,25.0,Active,IL,14459.33,2021-07-31
SL101696,BOR202068,2026-04-01,FD,13179.37,Current,0.0,0.0,Active,WI,10839.26,2024-06-04
SL100192,BOR200229,2025-01-01,PI,12880.31,Current,0.0,245.11,Active,MI,17874.31,2023-03-01
SL101154,BOR201307,2025-04-01,PI,7362.88,Current,0.0,126.88,Active,LA,10154.24,2023-06-26
SL101003,BOR201628,2024-03-01,PI,14317.66,Current,0.0,241.07,Active,WA,20113.69,2020-11-15
SL102062,BOR201175,2026-02-01,PI,16559.86,Current,0.0,236.73,Active,VA,17406.3,2019-05-11
SL102171,BOR201081,2025-11-01,PI,3374.0,Current,0.0,174.21,Active,TN,11670.55,2018-06-27
SL102182,BOR200424,2023-08-01,IO,14759.5,Current,0.0,129.7,Active,KY,17312.73,2019-04-24
SL100944,BOR201759,2021-03-01,PI,18084.82,Current,0.0,301.33,Active,FL,18687.48,2019-03-30
SL101626,BOR201675,2023-06-01,FD,20462.62,Current,0.0,0.0,Active,FL,18181.85,2020-12-04
SL100431,BOR200809,2025-11-01,PI,12382.89,Current,0.0,166.89,Active,TN,11687.26,2023-06-16
SL102038,BOR200973,2026-04-01,FP,12657.52,Current,0.0,25.0,Active,WI,13082.52,2024-11-03
SL100100,BOR200894,2025-03-01,PI,7069.34,60-89 DPD,75.0,0.0,Active,AL,8655.9,2020-11-07
SL100495,BOR201179,2025-06-01,PI,7866.03,Current,0.0,101.58,Active,CO,7151.44,2022-04-05
SL101639,BOR202289,2023-09-01,FP,3893.99,Current,0.0,25.0,Active,WA,4574.65,2020-05-19
SL102234,BOR201284,2021-04-01,IO,15283.74,Current,0.0,144.87,Active,WA,15718.35,2020-12-09
SL100408,BOR201673,2022-04-01,PI,10766.44,1-29 DPD,15.0,0.0,Active,UT,12194.07,2019-06-17
SL100157,BOR200306,2025-05-01,PI,9176.19,Current,0.0,182.31,Active,MA,13906.18,2022-12-29
SL101046,BOR201992,2025-08-01,PI,26277.39,Current,0.0,415.81,Active,FL,27847.4,2023-09-30
SL101643,BOR201074,2024-11-01,PI,10079.91,Current,0.0,119.91,Active,UT,11094.74,2022-07-07
SL100575,BOR201555,2022-08-01,FP,19432.06,Current,0.0,25.0,Active,MN,19584.58,2020-06-20
SL100724,BOR202252,2025-02-01,PI,5448.01,Current,0.0,83.28,Active,NC,7731.79,2018-10-06
SL101335,BOR201508,2023-02-01,PI,13647.61,Current,0.0,183.14,Active,UT,14563.31,2022-09-19
SL101485,BOR200905,2026-01-01,FD,30984.21,Current,0.0,0.0,Active,NJ,29296.66,2024-11-03
SL102183,BOR201226,2026-07-01,PI,1938.43,Current,0.0,244.07,Active,OK,16922.93,2019-08-24
SL102171,BOR201081,2023-11-01,PI,7136.87,Current,0.0,174.21,Active,TN,11670.55,2018-06-27
SL102179,BOR200472,2026-02-01,PI,22370.91,Current,0.0,333.18,Active,PA,22650.75,2021-07-22
SL102095,BOR201779,2022-06-01,PI,12264.2,Current,0.0,334.42,Active,PA,15783.4,2020-10-24
SL101684,BOR200453,2025-06-01,PI,12214.66,Current,0.0,175.57,Active,NJ,15679.34,2020-11-29
SL100637,BOR201887,2023-11-01,IO,9388.37,Current,0.0,58.7,Active,LA,9505.77,2023-07-05
SL100550,BOR201046,2024-05-01,FP,11650.88,Current,0.0,25.0,Active,PA,12047.5,2021-10-31
SL101564,BOR200166,2026-03-01,FP,11088.59,Current,0.0,25.0,Active,MN,11388.59,2025-03-25
SL101434,BOR200589,2025-12-01,IO,8515.15,Current,0.0,45.63,Active,VA,10102.96,2022-04-07
SL102068,BOR202249,2026-09-01,PI,25784.04,Current,0.0,477.3,Active,MD,27850.27,2022-11-26
SL100492,BOR202267,2023-08-01,PI,8351.12,Current,0.0,153.44,Active,UT,11979.54,2018-06-10
SL101211,BOR202169,2021-08-01,PI,10303.16,Current,0.0,143.45,Active,SC,10478.0,2018-10-06
SL102267,BOR201023,2024-09-01,PI,5872.45,Current,0.0,91.92,Active,CT,6456.29,2023-03-29
SL100653,BOR201695,2025-08-01,PI,6269.73,Current,0.0,82.13,Active,CT,8897.65,2021-10-30
SL100511,BOR202144,2023-07-01,PI,10166.02,Current,0.0,145.6,Active,GA,14534.02,2018-09-20
SL100459,BOR201510,2023-10-01,PI,10475.36,Current,0.0,126.69,Active,MI,11127.05,2021-12-07
SL102387,BOR200449,2025-08-01,FD,13350.98,Current,0.0,0.0,Active,IL,9419.5,2022-04-29
SL100197,BOR202016,2023-10-01,PI,6924.76,Current,0.0,98.41,Active,LA,7347.89,2019-10-01
SL100482,BOR200222,2024-03-01,PI,12554.48,Current,0.0,223.02,Active,PA,20232.54,2021-03-19
SL101357,BOR202231,2025-01-01,IO,10768.41,Current,0.0,64.05,Active,CO,12219.35,2021-07-03
SL100142,BOR202307,2024-03-01,PI,9238.4,Current,0.0,229.32,Active,OK,17251.72,2019-09-18
SL102235,BOR200249,2025-12-01,PI,14794.07,Current,0.0,154.85,Active,MD,14741.63,2020-07-20
SL101084,BOR201566,2025-12-01,PI,1041.67,Current,0.0,260.16,Active,MO,12644.72,2018-10-10
SL101851,BOR200569,2025-10-01,PI,9306.87,1-29 DPD,15.0,0.0,Active,KY,12515.63,2022-02-25
SL100539,BOR201782,2023-07-01,IO,22318.52,Current,0.0,202.12,Active,NC,22520.64,2023-06-20
SL101749,BOR201502,2024-10-01,PI,6518.76,Current,0.0,159.89,Active,IN,10287.96,2020-08-02
SL100962,BOR201427,2023-11-01,PI,9795.3,Current,0.0,130.21,Active,TN,13892.04,2018-07-24
SL100658,BOR201350,2024-11-01,IO,8892.51,Current,0.0,87.91,Active,AL,11617.72,2022-04-18
SL102310,BOR200029,2022-08-01,PI,3833.05,Current,0.0,51.64,Active,IN,4727.35,2018-06-14
SL102363,BOR200731,2022-06-01,IO,8518.79,Current,0.0,65.6,Active,NY,8649.99,2022-04-01
SL100969,BOR201755,2026-07-01,PI,13004.61,Current,0.0,536.87,Active,NY,28174.87,2023-10-26
SL101135,BOR200477,2021-05-01,PI,9464.55,Current,0.0,91.17,Active,LA,9829.23,2020-06-15
SL101762,BOR201925,2024-02-01,PI,9621.02,Current,0.0,208.58,Active,OR,13284.35,2022-07-28
SL101365,BOR200651,2023-02-01,FP,11129.04,Current,0.0,25.0,Active,IL,11661.14,2021-01-25
SL101251,BOR201017,2022-06-01,PI,29637.24,90-119 DPD,105.0,0.0,Active,AZ,35709.74,2020-02-29
SL100443,BOR202031,2024-02-01,FD,16873.73,Current,0.0,0.0,Active,NJ,15859.97,2023-06-11
SL101581,BOR201984,2022-01-01,FP,19720.18,Current,0.0,25.0,Active,OR,19654.36,2021-09-24
SL100033,BOR200599,2022-08-01,PI,13001.46,1-29 DPD,15.0,0.0,Active,OH,13509.99,2018-07-26
SL101745,BOR201261,2021-10-01,PI,10749.56,Current,0.0,130.46,Active,UT,11396.4,2020-06-10
SL101063,BOR200874,2024-11-01,FP,7735.14,Current,0.0,25.0,Active,IL,8085.14,2023-09-15
SL100999,BOR200385,2023-02-01,FP,7574.07,Current,0.0,25.0,Active,PA,7699.07,2022-09-09
SL101511,BOR201311,2023-08-01,PI,5889.31,Current,0.0,114.69,Active,IN,7377.38,2020-09-24
SL100253,BOR201935,2023-12-01,PI,13315.05,Current,0.0,205.12,Active,TX,14763.15,2022-04-19
SL101127,BOR202063,2025-09-01,IO,7684.72,Current,0.0,95.64,Active,GA,10040.79,2023-03-15
SL102398,BOR200700,2021-10-01,PI,8759.56,Current,0.0,101.19,Active,KY,9531.32,2018-08-31
SL101856,BOR200694,2026-04-01,PI,2290.37,Current,0.0,157.16,Active,OR,10818.02,2021-03-07
SL100206,BOR200479,2025-07-01,PI,6960.3,Current,0.0,172.95,Active,OK,13629.65,2021-05-03
SL102489,BOR201728,2024-03-01,PI,8271.95,Current,0.0,85.24,Active,OK,9891.51,2022-08-07
SL101430,BOR201997,2025-04-01,,9130.35,Current,0.0,196.3,Active,FL,9522.95,2025-02-07
SL100994,BOR202185,2022-04-01,PI,24232.27,Current,0.0,379.11,Active,GA,28699.87,2019-08-07
SL100744,BOR201342,2026-04-01,PI,8730.23,30-59 DPD,45.0,0.0,Active,NJ,7274.53,2023-08-13
SL100234,BOR200267,2026-09-01,FD,20861.2,Current,0.0,0.0,Active,MN,18309.1,2024-08-26
SL101974,BOR202114,2024-04-01,PI,9140.1,Current,0.0,151.27,Active,MD,10498.68,2021-08-11
SL100876,BOR200226,2025-08-01,IO,16892.86,Current,0.0,92.12,Active,WI,17629.82,2024-12-23
SL100027,BOR200948,2025-04-01,PI,21051.13,Current,0.0,216.38,Active,NJ,17118.16,2021-01-05
SL100022,BOR200415,2022-03-01,PI,10357.65,Current,0.0,129.35,Active,NC,12168.55,2018-08-30
SL102369,BOR201780,2025-11-01,PI,7639.13,Current,0.0,107.75,Active,NJ,8705.39,2022-01-16
SL101408,BOR200850,2024-12-01,FP,17095.05,Current,0.0,25.0,Active,WI,17182.79,2024-02-15
SL101155,BOR201533,2025-11-01,PI,3532.23,Current,0.0,35.82,Active,TX,4212.81,2024-04-13
SL102312,BOR200942,2025-01-01,PI,7630.67,Current,0.0,109.5,Active,MO,10491.76,2020-01-26
SL100667,BOR200584,2025-11-01,IO,7448.57,Current,0.0,37.13,Active,TX,8265.43,2024-01-21
SL102282,BOR200403,2026-04-01,FP,13842.47,Current,0.0,25.0,Active,NC,14717.47,2023-05-20
SL100283,BOR201055,2023-10-01,PI,5463.01,Current,0.0,120.23,Active,LA,8506.37,2019-05-30
SL100438,BOR200420,2026-09-01,FP,10586.1,Current,0.0,25.0,Active,OR,10926.21,2025-01-26
SL100245,BOR200803,2025-02-01,IO,5192.91,Current,0.0,33.25,Active,IL,5392.41,2024-08-06
SL101788,BOR202093,2026-08-01,FD,24008.52,current,0.0,0.0,Active,OH,16453.3,2022-07-18
SL100346,BOR200788,2022-12-01,PI,30041.81,180+ DPD,195.0,0.0,Active,OK,27462.35,2018-12-08
SL101359,BOR200311,2026-09-01,PI,10774.18,Charged-Off,,0.0,Charged Off,SC,17084.16,2022-05-20
SL101809,BOR201608,2022-03-01,FD,45152.85,Current,0.0,0.0,Active,NC,40014.54,2020-09-12
SL101972,BOR200325,2024-10-01,FD,10036.05,Current,0.0,0.0,Active,VA,7935.12,2020-09-09
SL101763,BOR201739,2021-12-01,FP,8353.89,Current,0.0,25.0,Active,WA,8628.89,2019-07-31
SL102115,BOR200932,2023-02-01,FP,7333.98,Current,0.0,25.0,Active,UT,7896.31,2020-09-10
SL100453,BOR200291,2022-12-01,FD,17624.35,Current,0.0,0.0,Active,MO,14462.64,2020-12-06
SL101123,BOR201898,2026-09-01,PI,12836.07,30-59 DPD,45.0,0.0,Active,MD,20509.49,2020-11-28
SL101491,BOR201180,2024-01-01,PI,4119.18,Current,0.0,68.91,Active,AZ,6599.94,2018-11-15
SL101225,BOR201302,2026-05-01,PI,5315.53,Current,0.0,119.32,Active,AZ,11593.46,2020-11-02
SL101658,BOR202188,2022-06-01,PI,9118.95,Current,0.0,124.23,Active,AL,9491.64,2022-03-21
SL101841,BOR201104,2021-11-01,FD,11955.12,Current,0.0,0.0,Active,OK,11506.35,2020-05-01
SL102057,BOR202157,2025-02-01,PI,4668.73,1-29 DPD,15.0,0.0,Active,LA,7161.02,2020-08-25
SL100902,BOR200939,2025-02-01,PI,6235.65,1-29 DPD,15.0,0.0,Active,MN,7435.49,2020-11-07
SL101747,BOR201332,2024-06-01,FP,30645.0,Current,0.0,25.0,Active,CT,30720.0,2024-03-25
SL100569,BOR201926,2026-06-01,PI,9700.84,Current,0.0,93.36,Active,MA,11234.93,2024-12-06
SL101491,BOR201180,2024-06-01,PI,3774.63,Current,0.0,68.91,Active,AZ,6599.94,2018-11-15
SL100617,BOR202084,2021-02-01,FD,16681.22,Current,0.0,0.0,Active,NC,16587.64,2019-04-18
SL102498,BOR200102,2022-05-01,FD,13590.01,Current,0.0,0.0,Active,OH,12826.4,2021-04-21
SL101225,BOR201302,2023-04-01,PI,8976.81,Current,0.0,119.32,Active,AZ,11593.46,2020-11-02
SL102132,BOR201688,2022-07-01,IO,7590.23,Current,0.0,60.44,Active,CO,8194.63,2021-09-20
SL101920,BOR201424,2021-12-01,IO,11876.82,Current,0.0,107.16,Active,MI,13055.58,2019-08-15
SL100557,BOR201840,2026-03-01,PI,7684.37,Current,0.0,94.71,Active,OH,8444.74,2023-07-13
SL102439,BOR201441,2026-01-01,FD,12957.48,Current,0.0,0.0,Active,OR,12254.6,2024-11-13
SL100484,BOR201459,2023-11-01,PI,7445.38,1-29 DPD,15.0,0.0,Active,KY,10431.04,2021-06-12
SL102222,BOR200278,2023-01-01,FP,11778.6,Current,0.0,25.0,Active,MO,12179.93,2020-04-21
SL100025,BOR201266,2024-01-01,IO,28193.01,Current,0.0,118.7,Active,CA,30567.01,2022-05-06
SL101497,BOR201380,2026-09-01,PI,6633.95,Current,0.0,121.36,Active,TN,14217.16,2018-06-12
SL101658,BOR202188,2024-01-01,PI,7494.69,60-89 DPD,75.0,0.0,Active,AL,9491.64,2022-03-21
SL101409,BOR200559,2024-06-01,PI,8852.98,Current,0.0,78.01,Active,CO,9711.09,2023-07-18
SL100797,BOR201939,2021-09-01,FP,28871.05,Current,0.0,25.0,Active,WA,29071.05,2019-03-03
SL101944,BOR200165,2023-11-01,PI,20667.58,Current,0.0,462.61,Active,KY,24289.18,2019-03-24
SL100819,BOR202192,2024-01-01,PI,11368.98,30-59 DPD,45.0,0.0,Active,NJ,13386.29,2022-07-22
SL102325,BOR201276,2026-05-01,PI,6605.83,Charged-Off,,0.0,Charged Off,,6227.45,2023-10-17
SL101977,BOR201701,2021-08-01,PI,8170.59,current,0.0,119.86,Active,FL,9009.61,2019-04-04
SL100606,BOR201629,2022-05-01,IO,21020.65,30-59 DPD,45.0,0.0,Active,IN,21387.93,2021-11-17
SL101346,BOR200295,2022-07-01,FD,18264.97,Current,0.0,0.0, Active  ,CO,17026.51,2019-11-05
SL102040,BOR200501,2024-10-01,PI,8255.59,current,0.0,219.43,Active,KY,9986.53,2019-05-02
SL100485,BOR200466,2024-09-01,FD,7963.75,Current,0.0,0.0,Active,VA,7381.27,2023-12-26
SL101352,BOR201640,2025-07-01,PI,3857.96,Current,0.0,155.51,Active,AL,11601.63,2021-02-14
SL100613,BOR201048,2024-07-01,PI,6749.78,Current,0.0,231.92,Active,SC,12156.6,2020-10-18
SL101597,BOR200305,2022-02-01,FD,9668.8,Current,0.0,0.0,Active,NJ,9565.38,2021-12-29
SL102406,BOR201879,2025-04-01,PI,10792.83,Current,0.0,202.36,Active,NC,18886.84,2020-06-06
SL100630,BOR202049,2025-05-01,FP,14921.53,Current,0.0,25.0,Active,UT,15146.53,2024-08-29
SL102235,BOR200249,2023-08-01,FD,16679.37,Current,0.0,0.0,Active,MD,14741.63,2020-07-20
SL101476,BOR202067,2024-01-01,FP,6196.05,Current,0.0,25.0,Active,TN,6713.37,2022-01-28
SL102217,BOR200162,2026-06-01,PI,9034.58,Current,0.0,140.92,Active,NJ,12573.18,2021-10-08
SL100030,BOR201947,2025-12-01,PI,19719.53,Current,0.0,245.04,Active,MD,22985.39,2024-09-28
SL101460,BOR201875,2025-04-01,PI,2537.05,Current,0.0,46.59,Active,WI,4376.36,2018-09-08
SL102479,BOR200814,2021-03-01,FP,18266.61,Current,0.0,25.0,Active,IN,18316.61,2020-07-12
SL100305,BOR200135,2023-05-01,PI,6316.77,Current,0.0,300.97,Active,IL,13957.69,2019-07-19
SL101944,BOR200165,2025-03-01,PI,13265.82,Current,0.0,462.61,Active,KY,24289.18,2019-03-24
SL102451,BOR202261,2024-02-01,PI,6840.44,Current,0.0,88.57,Active,GA,6461.7,2018-12-07
SL100291,BOR201920,2026-02-01,PI,6063.46,Current,0.0,132.6,Active,OR,12664.36,2021-07-10
SL101591,BOR201142,2025-02-01,PI,7850.11,Current,0.0,112.08,Active,AL,12431.4,2021-06-13
SL100137,BOR202205,2026-05-01,PI,123.13,Current,0.0,127.48,Active,MD,8004.14,2019-12-01
SL100533,BOR202180,2026-09-01,PI,7416.24,Current,0.0,159.12,Active,MO,14815.52,2022-06-06
SL100747,BOR201107,2021-10-01,FP,9825.02,Current,0.0,25.0,Active,CA,9850.02,2021-09-08
SL100662,BOR202065,2023-12-01,PI,7684.85,Current,0.0,158.73,Active,AL,12256.4,2018-11-21
SL100046,BOR200441,2024-09-01,PI,5917.01,Current,0.0,232.31,Active,MN,11964.62,2019-08-19
SL100895,BOR201095,2023-06-01,IO,11087.17,Current,0.0,145.91,Active,WI,15318.56,2020-09-10
SL102331,BOR201085,2025-11-01,PI,6711.39,Current,0.0,177.65,Active,IN,15058.24,2019-12-03
SL102352,BOR200002,2025-06-01,IO,17575.28,60-89 DPD,75.0,0.0,Active,OR,18785.93,2023-11-29
SL100893,BOR201066,2024-12-01,PI,11138.61,Current,0.0,114.06,Active,KY,12849.51,2023-09-18
SL100011,BOR201511,2021-08-01,PI,15016.05,Current,0.0,380.28,Active,IN,17322.73,2018-11-18
SL100601,BOR201444,2021-12-01,PI,38937.47,Current,0.0,349.36,Active,NJ,42234.12,2020-01-21
SL101681,BOR200498,2022-10-01,PI,16306.45,90-119 DPD,105.0,0.0,Active,LA,15678.85,2019-05-01
SL100051,BOR202270,2024-04-01,PI,7017.42,Current,0.0,77.07,Active,NJ,9500.52,2019-03-11
SL100011,BOR201511,2024-10-01,PI,965.55,Current,0.0,380.28,Active,IN,17322.73,2018-11-18
SL100941,BOR200782,2023-06-01,PI,8656.27,Current,0.0,121.92,Active,VA,12191.95,2020-03-06
SL101999,BOR201878,2021-03-01,FD,10690.94,Current,0.0,0.0,Active,PA,10557.84,2019-05-02
SL100990,BOR201617,2024-05-01,FP,13427.55,Current,0.0,25.0,Active,NJ,13948.44,2022-04-16
SL100843,BOR200643,2024-09-01,PI,15718.03,Current,0.0,320.0,Active,LA,21147.74,2022-02-01
SL100515,BOR201195,2026-01-01,FD,15469.21,Current,0.0,0.0,Active,CA,14159.39,2025-01-13
SL100113,BOR201609,2025-06-01,PI,25507.78,Current,0.0,180.25,Active,OH,22480.86,2022-05-13
SL100981,BOR201375,2026-01-01,PI,4891.31,Current,0.0,137.37,Active,KY,11526.76,2019-06-17
SL101308,BOR200600,2024-06-01,PI,10238.32,Current,0.0,223.77,Active,MN,10512.29,2024-02-17
SL100463,BOR200252,2026-08-01,PI,2913.0,Current,0.0,128.32,Active,GA,10416.55,2020-04-27
SL100879,BOR200317,2025-12-01,PI,8521.5,Current,0.0,149.37,Active,WA,11060.79,2024-07-02
